,Location,Fuel_Type,Transmission,Owner_Type,Brand,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
2756,Kochi,Petrol,Manual,First,Maruti,2017,26327,20.4,1197.0,81.8,5.0,5.86
2757,Coimbatore,Diesel,Automatic,First,Mercedes-Benz,2018,20604,19.27,2143.0,167.62,5.0,39.62
2758,Coimbatore,Diesel,Manual,First,Maruti,2018,61386,25.2,1248.0,74.0,5.0,7.05
2759,Delhi,Diesel,Automatic,First,Maruti,2018,11500,28.4,1248.0,74.0,5.0,7.5
2760,Chennai,Diesel,Manual,First,Chevrolet,2012,58000,25.44,936.0,57.6,5.0,2.1
2761,Delhi,Petrol,Automatic,First,Skoda,2014,38000,13.7,1798.0,157.75,5.0,11.6
2762,Bangalore,Diesel,Automatic,Second,Mercedes-Benz,2012,49000,14.84,2143.0,167.62,5.0,19.25
2763,Coimbatore,Diesel,Manual,First,Toyota,2017,72202,13.68,2393.0,147.8,8.0,17.92
2764,Kolkata,Petrol,Manual,First,Hyundai,2016,7000,20.36,1197.0,78.9,5.0,3.6
2765,Ahmedabad,Diesel,Manual,Second,Honda,2014,20000,25.8,1498.0,98.6,5.0,4.5
2766,Hyderabad,Diesel,Manual,First,Hyundai,2017,14061,21.9,1396.0,88.76,5.0,7.4
2767,Coimbatore,Diesel,Automatic,First,Mercedes-Benz,2018,30706,11.57,2987.0,254.79,5.0,59.29
2768,Kolkata,Diesel,Manual,First,Mahindra,2011,51387,12.05,2179.0,120.0,7.0,5.5
2769,Bangalore,Petrol,Manual,Second,Hyundai,2006,44000,15.3,1341.0,83.0,5.0,1.75
2770,Mumbai,Petrol,Manual,First,Maruti,2016,12208,21.4,1197.0,83.1,5.0,6.75
2771,Chennai,Diesel,Manual,First,Chevrolet,2011,55000,16.52,1991.0,123.7,5.0,3.95
2772,Mumbai,Petrol,Manual,First,Hyundai,2011,61600,17.1,1591.0,121.3,5.0,4.2
2773,Hyderabad,Petrol,Manual,First,Honda,2016,28414,17.0,1497.0,118.0,5.0,8.4
2774,Mumbai,Petrol,Automatic,First,Volkswagen,2017,27853,17.21,1197.0,103.5,5.0,8.25
2775,Bangalore,Petrol,Manual,First,Honda,2013,55116,19.4,1198.0,86.8,5.0,3.31
2776,Ahmedabad,Diesel,Manual,First,Maruti,2017,26000,26.59,1248.0,74.0,5.0,7.5
2777,Pune,Petrol,Manual,First,Honda,2012,45496,17.0,1497.0,118.0,5.0,4.75
2778,Pune,Diesel,Automatic,Second,Mahindra,2013,76000,11.18,2696.0,184.0,7.0,8.79
2781,Kolkata,Petrol,Manual,First,Maruti,2010,38127,19.7,796.0,46.3,5.0,1.55
2782,Jaipur,Diesel,Manual,First,Hyundai,2014,82450,23.0,1396.0,90.0,5.0,5.85
2783,Coimbatore,Petrol,Manual,First,Ford,2014,62497,15.8,1499.0,110.0,5.0,7.52
2784,Hyderabad,Diesel,Manual,First,Nissan,2011,86732,23.08,1461.0,63.1,5.0,3.6
2785,Kochi,Petrol,Manual,First,Honda,2016,27969,19.4,1198.0,86.8,5.0,4.73
2786,Delhi,Diesel,Automatic,First,Mahindra,2013,66372,11.18,2696.0,184.0,7.0,10.5
2787,Coimbatore,Diesel,Automatic,First,BMW,2013,73525,16.46,2993.0,258.0,5.0,34.54
2788,Kochi,Petrol,Manual,First,Hyundai,2018,20689,18.9,1197.0,81.86,5.0,6.07
2789,Coimbatore,Petrol,Manual,First,Maruti,2018,25093,21.4,1197.0,83.1,5.0,7.76
2790,Coimbatore,Diesel,Manual,First,Mahindra,2016,49176,11.68,2498.0,112.0,8.0,7.46
2791,Delhi,Diesel,Manual,First,Renault,2012,87510,21.8,1461.0,78.0,5.0,3.49
2792,Coimbatore,Petrol,Manual,Second,Hyundai,2012,38214,18.5,1197.0,80.0,5.0,4.05
2793,Kochi,Diesel,Manual,First,Mitsubishi,2013,48986,10.5,2835.0,107.2,6.0,11.88
2794,Pune,Petrol,Automatic,First,Toyota,2011,88000,14.53,1794.0,138.1,5.0,6.45
2795,Pune,Diesel,Automatic,First,BMW,2015,69002,15.97,2993.0,258.0,5.0,50.0
2796,Pune,Petrol,Automatic,First,BMW,2011,43706,10.9,2497.0,215.0,5.0,9.0
2797,Coimbatore,Diesel,Automatic,First,Hyundai,2016,58671,17.01,1582.0,126.2,5.0,14.25
2798,Coimbatore,Diesel,Manual,First,Mahindra,2017,49404,18.49,1493.0,100.0,7.0,7.36
2799,Delhi,Diesel,Manual,First,Mahindra,2010,72000,12.05,2179.0,120.0,8.0,4.4
2800,Mumbai,Petrol,Manual,First,Renault,2016,24000,25.17,799.0,53.3,5.0,3.1
2801,Coimbatore,Petrol,Automatic,First,Renault,2017,53285,22.5,999.0,67.0,5.0,4.28
2802,Pune,Petrol,Manual,First,Maruti,2017,12000,16.1,1197.0,85.0,5.0,5.5
2803,Kolkata,Diesel,Automatic,First,Skoda,2012,45000,17.0,1896.0,105.0,5.0,6.99
2804,Coimbatore,Petrol,Manual,First,Maruti,2018,26234,24.7,796.0,47.3,5.0,4.29
2805,Delhi,Petrol,Manual,First,Maruti,2014,55000,18.6,1197.0,85.8,5.0,4.2
2806,Pune,Diesel,Manual,First,Hyundai,2012,90000,23.0,1396.0,90.0,5.0,4.11
2807,Mumbai,Diesel,Automatic,First,Audi,2015,48000,15.73,1968.0,174.33,5.0,18.75
2808,Mumbai,Diesel,Automatic,First,Mercedes-Benz,2017,19863,11.57,2987.0,254.79,5.0,64.95
2809,Mumbai,Petrol,Manual,Second,Hyundai,2010,55000,19.81,1086.0,68.05,5.0,1.59
2810,Kolkata,Petrol,Manual,First,Maruti,2016,4800,20.51,998.0,67.04,5.0,3.6
2811,Kochi,Petrol,Manual,Second,Honda,2017,38607,17.8,1497.0,117.3,5.0,7.87
2812,Mumbai,Petrol,Manual,First,Hyundai,2018,3958,18.9,1197.0,81.86,5.0,5.55
2813,Jaipur,Diesel,Manual,Second,Honda,2014,74000,25.1,1498.0,98.6,5.0,6.4
2814,Mumbai,Petrol,Manual,Third,Maruti,2009,54540,17.5,1298.0,85.8,5.0,2.65
2815,Delhi,Petrol,Manual,First,Maruti,2015,58400,17.5,1298.0,85.8,5.0,5.5
2816,Kochi,Diesel,Manual,First,Mahindra,2013,73648,15.1,2179.0,140.0,7.0,7.31
2817,Jaipur,Diesel,Manual,First,Maruti,2016,83000,28.09,1248.0,88.5,5.0,7.1
2818,Kochi,Diesel,Manual,First,Hyundai,2016,16159,22.32,1582.0,126.32,5.0,7.83
2820,Mumbai,Petrol,Manual,First,Honda,2014,22100,19.4,1198.0,86.8,5.0,3.55
2821,Coimbatore,Petrol,Manual,First,Hyundai,2017,35043,17.19,1197.0,81.86,5.0,8.19
2822,Pune,Diesel,Automatic,First,BMW,2018,24000,18.88,1995.0,184.0,5.0,28.0
2824,Chennai,Petrol,Manual,Second,Volkswagen,2011,70000,15.26,1598.0,103.5,5.0,3.29
2825,Pune,Petrol,Manual,Second,Maruti,2015,13769,16.1,1197.0,85.0,5.0,4.41
2826,Kolkata,Diesel,Manual,First,Renault,2013,58000,19.01,1461.0,108.45,5.0,4.99
2827,Hyderabad,Diesel,Automatic,First,BMW,2009,58000,18.56,1995.0,190.0,5.0,17.98
2828,Coimbatore,Diesel,Manual,First,Fiat,2018,18705,20.5,1248.0,91.72,5.0,7.71
2829,Delhi,Petrol,Manual,First,Maruti,2013,32378,20.51,998.0,67.04,5.0,2.8
2830,Kolkata,Diesel,Manual,First,Chevrolet,2013,45000,22.1,1248.0,76.9,5.0,3.0
2831,Coimbatore,Diesel,Manual,First,Mahindra,2015,36836,15.1,2179.0,140.0,7.0,12.49
2832,Kochi,Diesel,Manual,First,Tata,2016,54199,23.0,1248.0,88.8,5.0,5.0
2833,Kochi,Diesel,Automatic,First,BMW,2017,36935,18.56,1995.0,190.0,5.0,32.64
2834,Chennai,Diesel,Manual,First,Maruti,2015,23000,25.2,1248.0,74.0,5.0,6.5
2835,Bangalore,Diesel,Automatic,First,BMW,2015,14000,18.12,1995.0,190.0,5.0,35.0
2837,Kochi,Diesel,Manual,First,Mahindra,2015,59182,15.1,2179.0,140.0,7.0,9.46
2838,Kochi,Diesel,Automatic,Second,Audi,2016,72132,12.07,2967.0,241.4,7.0,39.0
2839,Hyderabad,Diesel,Automatic,First,BMW,2009,79000,18.48,1995.0,177.0,5.0,15.0
2840,Coimbatore,Petrol,Manual,First,Hyundai,2013,66930,17.1,1591.0,121.3,5.0,6.15
2841,Pune,Diesel,Automatic,Second,Hyundai,2015,100000,13.01,2199.0,194.3,7.0,14.5
2843,Kochi,Petrol,Automatic,First,Maruti,2018,27413,20.51,998.0,67.0,5.0,5.18
2844,Pune,Petrol,Manual,Second,Maruti,2007,90000,17.3,1061.0,64.0,5.0,1.24
2845,Kolkata,Petrol,Manual,First,Hyundai,2013,40300,18.5,1197.0,82.85,5.0,2.8
2846,Kochi,Petrol,Automatic,Second,Skoda,2011,73783,13.7,1798.0,157.75,5.0,5.23
2847,Pune,Petrol,Manual,Second,Hyundai,2005,86000,15.3,1341.0,83.0,5.0,0.45
2848,Delhi,Petrol,Manual,First,Maruti,2014,65694,18.9,998.0,67.1,5.0,3.25
2849,Kolkata,Petrol,Manual,First,Maruti,2015,23000,16.8,796.0,34.2,5.0,1.5
2850,Mumbai,Petrol,Manual,First,Hyundai,2012,51000,20.36,1197.0,78.9,5.0,2.85
2851,Kochi,Petrol,Manual,First,Renault,2018,18335,21.7,999.0,67.0,5.0,4.5
2852,Bangalore,Diesel,Automatic,First,Mercedes-Benz,2014,36000,15.0,2147.0,107.3,5.0,16.25
2853,Mumbai,Petrol,Automatic,First,Volkswagen,2017,25000,17.21,1197.0,103.5,5.0,7.75
2854,Bangalore,Diesel,Manual,Third,Mahindra,2007,81000,12.05,2179.0,120.0,8.0,4.35
2855,Kochi,Diesel,Automatic,First,Toyota,2019,21719,12.9,2755.0,174.5,7.0,33.13
2856,Coimbatore,Diesel,Manual,First,Chevrolet,2013,75421,25.44,936.0,56.3,5.0,3.63
2857,Delhi,Diesel,Manual,First,Toyota,2010,80000,12.8,2494.0,102.0,8.0,4.75
2858,Kochi,Petrol,Manual,First,Maruti,2018,10671,20.85,1197.0,83.14,5.0,6.51
2859,Hyderabad,Petrol,Manual,First,Renault,2018,4126,21.7,999.0,67.0,5.0,4.8
2860,Hyderabad,Diesel,Manual,First,Tata,2017,98500,22.95,1248.0,74.0,5.0,6.0
2861,Coimbatore,Petrol,Manual,First,Hyundai,2016,61578,18.9,1197.0,82.0,5.0,6.4
2862,Ahmedabad,Diesel,Manual,First,Volkswagen,2014,54000,20.34,1498.0,103.2,5.0,4.9
2863,Coimbatore,Diesel,Automatic,First,Audi,2013,70998,17.68,1968.0,174.33,5.0,20.57
2864,Kolkata,Diesel,Manual,First,Maruti,2015,40082,19.3,1248.0,73.9,5.0,4.76
2865,Kochi,Petrol,Manual,First,Chevrolet,2012,50619,18.0,995.0,62.0,5.0,2.0
2867,Kochi,Petrol,Manual,First,Hyundai,2018,15334,21.1,814.0,55.2,5.0,3.69
2868,Hyderabad,Diesel,Manual,First,Maruti,2013,69000,23.4,1248.0,74.0,5.0,5.75
2869,Hyderabad,Diesel,Manual,First,Volkswagen,2014,75160,20.14,1498.0,88.5,5.0,5.7
2870,Coimbatore,Petrol,Manual,First,Honda,2014,44753,18.0,1198.0,86.7,5.0,4.94
2871,Kochi,Petrol,Automatic,First,Volkswagen,2012,53024,14.4,1598.0,103.6,5.0,4.29
2872,Kolkata,Petrol,Manual,First,Maruti,2014,23840,20.51,998.0,67.04,5.0,3.0
2873,Hyderabad,Diesel,Manual,First,Volkswagen,2014,81298,20.14,1498.0,88.8,5.0,6.5
2874,Jaipur,Petrol,Manual,Second,Volkswagen,2015,59000,16.47,1198.0,73.9,5.0,4.9
2875,Kochi,Diesel,Manual,First,Honda,2016,51806,25.8,1498.0,98.6,5.0,5.4
2876,Delhi,Diesel,Automatic,First,Audi,2014,56000,18.53,1968.0,187.74,5.0,24.0
2877,Kochi,Diesel,Manual,First,Tata,2019,29279,24.7,1047.0,69.0,5.0,7.46
2878,Kochi,Diesel,Automatic,First,Volkswagen,2017,33550,21.5,1498.0,108.5,5.0,9.6
2879,Hyderabad,Diesel,Automatic,First,Audi,2014,62000,18.53,1968.0,187.74,5.0,25.0
2880,Hyderabad,Diesel,Manual,First,Nissan,2014,66000,19.01,1461.0,108.5,5.0,6.8
2881,Coimbatore,Diesel,Automatic,First,Skoda,2016,46630,21.66,1498.0,103.52,5.0,8.59
2882,Hyderabad,Diesel,Manual,First,Ford,2016,72566,25.83,1498.0,99.0,5.0,5.29
2883,Pune,Diesel,Manual,First,Tata,2011,51482,15.42,1405.0,70.0,8.0,2.5
2884,Chennai,Diesel,Automatic,First,Mercedes-Benz,2011,90000,14.84,2143.0,167.62,5.0,13.9
2885,Jaipur,Diesel,Manual,Second,Toyota,2014,69000,13.0,2982.0,168.5,7.0,20.0
2886,Delhi,Petrol,Manual,Second,Honda,2011,90000,17.0,1497.0,118.0,5.0,3.4
2887,Mumbai,Petrol,Manual,First,Hyundai,2015,39000,18.6,1197.0,81.83,5.0,5.5
2889,Kochi,Diesel,Manual,First,Ford,2011,68022,13.1,2499.0,141.0,7.0,5.86
2890,Coimbatore,Petrol,Automatic,First,Ford,2018,27852,14.8,1497.0,121.36,5.0,10.44
2891,Bangalore,Diesel,Manual,First,Maruti,2013,58291,17.8,1248.0,113.0,5.0,5.0
2892,Coimbatore,Diesel,Manual,First,Hyundai,2011,68439,23.0,1396.0,90.0,5.0,3.37
2894,Mumbai,Diesel,Manual,First,Tata,2018,14000,21.5,1497.0,108.5,5.0,9.9
2895,Hyderabad,Diesel,Manual,First,Ford,2012,71558,20.0,1399.0,68.05,5.0,3.3
2896,Delhi,Diesel,Automatic,Second,Porsche,2013,48000,17.85,2967.0,300.0,4.0,50.5
2897,Jaipur,Diesel,Automatic,First,Hyundai,2015,65800,17.01,1582.0,126.2,5.0,12.5
2898,Hyderabad,Diesel,Automatic,First,Audi,2014,53000,16.55,1968.0,140.0,5.0,20.5
2899,Kolkata,Diesel,Manual,First,Mahindra,2017,14600,16.0,2179.0,140.0,7.0,14.5
2900,Jaipur,Diesel,Automatic,First,Isuzu,2017,34429,13.8,2999.0,174.57,7.0,20.0
2901,Delhi,Diesel,Manual,First,Maruti,2014,52000,23.4,1248.0,74.0,5.0,5.25
2902,Kolkata,Petrol,Manual,First,Maruti,2015,25470,20.73,1373.0,91.1,5.0,5.9
2903,Pune,Petrol,Manual,First,Hyundai,2013,22000,21.1,814.0,55.2,5.0,2.6
2904,Chennai,Diesel,Automatic,First,Mercedes-Benz,2007,75000,11.0,2987.0,198.5,5.0,11.0
2905,Pune,Diesel,Automatic,First,BMW,2011,95995,18.48,1995.0,177.0,5.0,15.5
2906,Jaipur,Diesel,Manual,First,Hyundai,2017,26877,24.0,1186.0,73.97,5.0,5.75
2907,Hyderabad,Diesel,Automatic,First,Jaguar,2015,26000,14.47,2993.0,301.73,5.0,75.0
2909,Hyderabad,Petrol,Manual,First,Hyundai,2008,95291,17.92,1086.0,62.1,5.0,2.3
2911,Kolkata,Petrol,Manual,First,Hyundai,2015,32000,18.6,1197.0,81.83,5.0,4.8
2912,Mumbai,Diesel,Automatic,Second,Mercedes-Benz,2008,68333,11.0,2987.0,198.5,5.0,8.5
2913,Chennai,Diesel,Manual,First,Ford,2011,72000,20.0,1399.0,68.0,5.0,2.9
2914,Ahmedabad,Diesel,Manual,First,Toyota,2012,52100,21.43,1364.0,86.79,5.0,6.5
2915,Jaipur,Petrol,Manual,First,Hyundai,2018,10000,18.9,1197.0,81.86,5.0,5.85
2916,Coimbatore,Diesel,Manual,First,Jeep,2019,6261,16.3,1956.0,170.0,5.0,23.91
2917,Coimbatore,Petrol,Automatic,First,Maruti,2019,3906,20.89,1197.0,81.8,5.0,7.36
2918,Pune,Diesel,Manual,First,Toyota,2014,55960,11.5,2982.0,171.0,7.0,17.25
2920,Mumbai,Diesel,Manual,First,Toyota,2017,38000,13.68,2393.0,147.8,7.0,17.65
2921,Jaipur,Diesel,Manual,First,Ford,2013,51000,20.0,1399.0,68.1,5.0,2.5
2923,Mumbai,Diesel,Manual,First,Mahindra,2018,2500,18.06,2523.0,63.0,7.0,8.25
2924,Kochi,Diesel,Automatic,First,Land,2018,41661,12.7,2179.0,187.7,5.0,44.83
2925,Delhi,Diesel,Automatic,First,BMW,2011,64000,16.07,1995.0,181.0,5.0,10.5
2926,Bangalore,Petrol,Manual,Second,Hyundai,2008,80000,13.2,1495.0,94.0,5.0,1.9
2927,Jaipur,Petrol,Automatic,Second,Maruti,2016,30000,23.1,998.0,67.04,5.0,4.25
2928,Chennai,Diesel,Automatic,Second,Jaguar,2014,43000,16.36,2179.0,187.7,5.0,26.5
2929,Bangalore,Diesel,Automatic,Second,Audi,2013,90000,12.4,2698.0,179.5,5.0,22.5
2931,Jaipur,Petrol,Manual,Second,Honda,2015,42000,18.0,1198.0,86.7,5.0,4.3
2932,Chennai,Diesel,Manual,First,Renault,2012,79824,19.87,1461.0,83.8,5.0,5.25
2933,Jaipur,Diesel,Manual,First,Toyota,2015,75000,12.99,2494.0,100.6,8.0,11.75
2934,Ahmedabad,Petrol,Manual,First,Honda,2014,72411,18.0,1198.0,86.7,5.0,4.25
2935,Delhi,Diesel,Automatic,First,Mercedes-Benz,2012,63000,14.94,2143.0,204.0,5.0,14.22
2936,Chennai,Petrol,Manual,First,Toyota,2015,53713,17.71,1197.0,78.9,5.0,4.2
2937,Delhi,Diesel,Automatic,First,Toyota,2017,18000,11.36,2755.0,171.5,8.0,18.25
2938,Bangalore,Diesel,Manual,First,Mercedes-Benz,2013,51000,15.8,2148.0,170.0,5.0,18.5
2939,Chennai,Petrol,Manual,Second,Maruti,2008,86700,16.1,1298.0,88.2,5.0,2.4
2940,Kolkata,Diesel,Manual,First,Maruti,2016,29000,27.39,1248.0,74.0,5.0,6.5
2941,Hyderabad,LPG,Manual,First,Hyundai,2014,56000,13.45,1086.0,62.1,5.0,3.2
2942,Mumbai,Petrol,Automatic,First,Maruti,2015,33000,23.1,998.0,67.04,5.0,3.99
2943,Kochi,Diesel,Manual,First,Ford,2014,64394,22.7,1498.0,89.84,5.0,5.45
2944,Hyderabad,Diesel,Manual,First,Tata,2010,76000,18.8,1248.0,90.0,5.0,2.7
2945,Mumbai,Diesel,Manual,First,Honda,2016,48719,27.3,1498.0,98.6,5.0,6.25
2946,Coimbatore,Diesel,Manual,First,Mahindra,2016,59711,15.1,2179.0,140.0,7.0,13.28
2947,Hyderabad,Diesel,Manual,First,Nissan,2012,83000,23.08,1461.0,63.1,5.0,3.7
2948,Coimbatore,Diesel,Automatic,First,Mercedes-Benz,2018,10714,19.27,2143.0,167.62,5.0,39.51
2950,Kolkata,Diesel,Manual,First,Maruti,2014,35010,22.9,1248.0,74.0,5.0,3.5
2951,Jaipur,Petrol,Manual,First,Maruti,2012,75451,17.5,1197.0,85.8,5.0,3.78
2952,Pune,Diesel,Manual,First,Tata,2015,83000,19.09,1405.0,69.01,5.0,2.7
2953,Kolkata,Diesel,Manual,First,Honda,2013,38755,25.8,1498.0,98.6,5.0,3.2
2954,Delhi,Petrol,Manual,First,Maruti,2016,30000,20.4,1197.0,81.8,5.0,5.0
2955,Chennai,Diesel,Manual,First,Maruti,2012,40000,20.77,1248.0,88.8,7.0,7.0
2956,Kolkata,Petrol,Manual,Second,Hyundai,2014,19500,18.9,1197.0,82.0,5.0,2.85
2957,Ahmedabad,Petrol,Manual,First,Nissan,2016,41000,19.69,1198.0,67.04,5.0,4.25
2958,Bangalore,Petrol,Manual,Second,Hyundai,2014,30000,18.9,1197.0,82.0,5.0,4.9
2959,Hyderabad,Diesel,Manual,First,Jeep,2017,37000,17.1,1956.0,170.0,5.0,16.9
2960,Delhi,Diesel,Manual,Second,Volkswagen,2014,62000,22.07,1199.0,73.9,5.0,4.25
2961,Pune,Petrol,Automatic,First,Honda,2015,42023,15.5,1198.0,86.7,5.0,4.34
2962,Kolkata,Diesel,Automatic,First,BMW,2012,51001,16.09,1995.0,184.0,5.0,17.0
2963,Kochi,Diesel,Automatic,First,BMW,2017,55389,18.88,1995.0,184.0,5.0,28.45
2964,Kochi,Petrol,Automatic,First,Honda,2014,46728,15.6,1497.0,116.3,5.0,6.15
2965,Kochi,Diesel,Manual,First,Mahindra,2014,58995,12.83,2696.0,162.0,7.0,9.25
2966,Delhi,Diesel,Manual,First,Maruti,2015,37857,26.59,1248.0,74.0,5.0,4.85
2967,Jaipur,Diesel,Manual,First,Maruti,2014,71000,25.2,1248.0,74.0,5.0,4.8
2968,Pune,Petrol,Manual,First,Honda,2012,49024,18.4,1198.0,86.8,5.0,2.3
2969,Mumbai,Petrol,Manual,First,Hyundai,2016,10770,18.9,1197.0,82.0,5.0,4.75
2970,Pune,Diesel,Manual,First,Tata,2017,72000,22.95,1248.0,74.0,5.0,5.0
2971,Jaipur,Petrol,Manual,First,Hyundai,2015,91000,21.1,814.0,55.2,5.0,2.5
2972,Mumbai,Petrol,Manual,First,Hyundai,2017,14000,18.6,1197.0,81.83,5.0,5.95
2973,Delhi,Diesel,Automatic,Second,Volvo,2014,48000,9.0,1984.0,181.0,5.0,16.0
2974,Delhi,Diesel,Manual,First,Ford,2014,75136,22.7,1498.0,89.84,5.0,6.15
2975,Hyderabad,Petrol,Manual,Second,Maruti,2014,32500,21.1,1197.0,85.8,5.0,4.05
2976,Hyderabad,Diesel,Manual,Second,Hyundai,2010,94500,21.9,1396.0,90.0,5.0,3.1
2977,Hyderabad,Petrol,Manual,First,Maruti,2013,34900,22.0,1197.0,81.8,5.0,5.49
2978,Coimbatore,Petrol,Automatic,Third,Porsche,2010,42400,8.0,4806.0,394.3,4.0,42.91
2979,Jaipur,Diesel,Manual,First,Maruti,2015,50000,17.8,1248.0,75.0,5.0,5.7
2980,Kolkata,Petrol,Manual,First,Honda,2014,35000,19.4,1198.0,86.8,5.0,2.85
2981,Bangalore,Petrol,Manual,Second,Chevrolet,2012,37000,18.6,1199.0,79.4,5.0,2.35
2982,Coimbatore,Petrol,Automatic,First,Hyundai,2018,32807,13.0,1591.0,121.3,5.0,14.76
2984,Mumbai,Petrol,Manual,First,Maruti,2016,12000,18.5,1197.0,85.8,5.0,3.65
2985,Delhi,Diesel,Manual,First,Ford,2016,46727,22.77,1498.0,98.59,5.0,7.25
2986,Hyderabad,Diesel,Automatic,First,BMW,2010,73336,13.2,1995.0,170.0,5.0,10.69
2987,Mumbai,Petrol,Manual,Second,Hyundai,2014,9000,17.01,1591.0,121.3,5.0,5.5
2989,Mumbai,Petrol,Manual,First,Maruti,2014,25422,22.5,998.0,67.04,5.0,3.25
2990,Mumbai,Diesel,Manual,First,Maruti,2018,14000,25.47,1248.0,88.5,7.0,9.25
2991,Hyderabad,Petrol,Manual,First,Maruti,2008,66000,19.7,796.0,46.3,5.0,1.7
2992,Kochi,Petrol,Manual,First,Maruti,2010,55324,19.0,998.0,66.1,5.0,2.87
2993,Bangalore,Diesel,Automatic,First,BMW,2009,90000,11.0,2993.0,235.0,5.0,17.75
2994,Kolkata,Petrol,Manual,First,Mahindra,2017,43000,18.15,1198.0,82.0,5.0,4.5
2995,Bangalore,Petrol,Automatic,Second,Hyundai,2008,58483,19.2,1197.0,80.0,5.0,2.95
2996,Pune,Petrol,Automatic,Second,Honda,2007,93000,12.9,1799.0,130.0,5.0,2.6
2997,Hyderabad,Petrol,Manual,First,Hyundai,2010,50000,20.36,1197.0,78.9,5.0,3.0
2998,Ahmedabad,Diesel,Automatic,Second,Mercedes-Benz,2014,78616,14.84,2143.0,170.0,5.0,15.5
2999,Pune,Petrol,Manual,First,Toyota,2011,37000,17.6,1496.0,88.73,5.0,2.8
3000,Kolkata,Petrol,Manual,First,Honda,2010,54801,17.0,1497.0,118.0,5.0,2.5
3001,Bangalore,Diesel,Manual,First,Maruti,2014,29000,23.4,1248.0,74.0,5.0,5.75
3002,Pune,Petrol,Manual,First,Maruti,2010,68000,22.0,1197.0,81.8,5.0,2.8
3003,Kolkata,Petrol,Manual,First,Hyundai,2014,58000,17.01,1591.0,121.3,5.0,4.59
3004,Pune,Diesel,Manual,First,Maruti,2012,64290,23.2,1248.0,73.94,5.0,3.65
3005,Mumbai,Diesel,Manual,First,Toyota,2015,31000,13.0,2982.0,168.5,7.0,19.85
3006,Pune,Diesel,Manual,First,Jeep,2018,16039,17.1,1956.0,170.0,5.0,18.5
3007,Hyderabad,Petrol,Manual,First,Hyundai,2017,19860,18.6,1197.0,81.83,5.0,6.95
3008,Delhi,CNG,Manual,Second,Maruti,2014,48500,26.6,998.0,58.16,5.0,2.85
3009,Jaipur,Diesel,Manual,First,Tata,2012,75391,13.93,2179.0,138.0,7.0,3.75
3010,Jaipur,Diesel,Manual,Second,Maruti,2008,78000,19.3,1248.0,73.9,5.0,2.3
3011,Kolkata,Diesel,Manual,First,Tata,2016,78000,25.0,1396.0,69.01,5.0,2.3
3012,Hyderabad,Diesel,Manual,First,Maruti,2016,52000,28.4,1248.0,74.0,5.0,5.95
3013,Kolkata,Petrol,Automatic,First,Maruti,2016,30000,23.1,998.0,67.04,5.0,3.49
3014,Coimbatore,Diesel,Automatic,First,BMW,2016,19254,14.69,2993.0,258.0,5.0,47.7
3015,Coimbatore,Petrol,Manual,First,Volkswagen,2015,29651,16.47,1198.0,74.0,5.0,6.43
3016,Bangalore,Diesel,Manual,First,Tata,2011,80000,13.93,2179.0,138.03,7.0,4.5
3017,Kolkata,Petrol,Automatic,First,Mini,2018,2971,13.6,1598.0,181.0,4.0,39.75
3018,Kolkata,Petrol,Manual,First,Ford,2015,21400,15.6,1196.0,70.0,5.0,4.0
3019,Ahmedabad,Diesel,Manual,First,Honda,2015,77000,26.0,1498.0,98.6,5.0,6.98
3020,Delhi,Diesel,Manual,Second,Hyundai,2006,80000,12.6,1991.0,112.0,7.0,1.75
3021,Delhi,Diesel,Manual,First,Skoda,2013,81755,20.0,1968.0,108.5,5.0,4.75
3022,Hyderabad,Diesel,Manual,First,Toyota,2016,99593,11.5,2982.0,171.0,7.0,23.5
3023,Hyderabad,Diesel,Manual,First,Hyundai,2014,39791,22.32,1582.0,126.32,5.0,7.49
3025,Mumbai,Petrol,Manual,First,Renault,2017,24000,25.17,799.0,53.3,5.0,3.5
3026,Bangalore,Petrol,Manual,Second,Hyundai,2015,39000,18.6,1197.0,81.83,5.0,6.3
3027,Bangalore,Petrol,Automatic,First,Honda,2012,37000,15.6,1497.0,116.3,5.0,6.75
3028,Coimbatore,Diesel,Automatic,First,Ford,2017,61108,10.91,3198.0,197.0,7.0,28.88
3029,Kochi,Petrol,Automatic,First,Skoda,2016,61648,13.7,1798.0,157.75,5.0,14.23
3030,Mumbai,Diesel,Automatic,Third,BMW,2012,37000,22.69,1995.0,190.0,5.0,15.0
3031,Mumbai,CNG,Manual,First,Maruti,2013,53000,22.8,1373.0,80.9,7.0,5.8
3032,Jaipur,Diesel,Manual,First,Maruti,2013,65000,23.2,1248.0,73.94,5.0,3.75
3035,Mumbai,Petrol,Manual,First,Maruti,2009,53001,16.1,1298.0,88.2,5.0,1.95
3036,Mumbai,Petrol,Manual,First,Tata,2018,22345,20.3,1199.0,84.0,5.0,4.95
3037,Delhi,Petrol,Automatic,First,Honda,2015,50000,18.0,1497.0,117.3,5.0,8.25
3038,Hyderabad,Diesel,Automatic,First,BMW,2013,48183,13.2,1995.0,170.0,5.0,20.99
3039,Hyderabad,Diesel,Automatic,Second,Mercedes-Benz,2010,93000,14.21,2143.0,203.0,5.0,17.5
3040,Kochi,Diesel,Manual,First,Maruti,2015,53500,28.4,1248.0,74.0,5.0,5.36
